,Poised Voltage (mV),Mediator,Mediator Concentration (uM),Mean Maximum Slope (uA/(cm2*h)),Standard Deviation (uA/(cm2*h)),Standard Error (uA/(cm2*h)),Enhancement Factor,Standard Error,Cost Performance (1/uM),Standard Error (1/uM)
14,200,FMN,50.0,9.74788513226772,0.5789898777849579,0.28949493889247896,34.86547053754059,2.3601604625988792,0.6973094107508118,0.04720320925197759
15,200,FMN,100.0,9.830980336681389,1.2369987896830454,0.6184993948415227,35.17120337756391,3.112934599844038,0.35171203377563914,0.03112934599844038
16,200,HNQ,1.0,0.48117237232989174,0.037678621030362486,0.018839310515181243,0.770381299031733,0.12495164048558417,0.770381299031733,0.12495164048558417
17,200,HNQ,2.5,0.6132271184042992,0.06089843018174545,0.030449215090872724,1.2562513662728976,0.1735108699910525,0.502500546509159,0.069404347996421
18,200,HNQ,10.0,1.6695077097184687,0.3252083910722129,0.16260419553610644,5.142632864732459,0.6986016024073514,0.5142632864732459,0.06986016024073513
19,200,HNQ,25.0,4.478158155326044,0.4012064807618038,0.2006032403809019,15.476522569047672,1.2169347905954142,0.6190609027619068,0.04867739162381657
20,200,HNQ,50.0,8.916996746357357,1.0037209630433777,0.5018604815216888,31.80837635552081,2.6685986330735787,0.6361675271104162,0.053371972661471576
21,200,HNQ,100.0,11.15140048097333,0.8820733728483514,0.4410366864241757,40.029435613550525,2.904880807100911,0.40029435613550524,0.02904880807100911
22,200,AQDS,1.0,0.24400799264394174,0.011226646490798584,0.005613323245399292,-0.1022194709572046,0.0566217709285178,-0.1022194709572046,0.0566217709285178
23,200,AQDS,2.5,0.260283279105958,0.01600553132634924,0.00800276566317462,-0.04233768129995592,0.06347917290885872,-0.01693507251998237,0.02539166916354349
24,200,AQDS,10.0,0.268062667986988,0.02902411655193571,0.014512058275967856,-0.013714914522671914,0.07877466626217158,-0.0013714914522671914,0.007877466626217158
25,200,AQDS,25.0,0.46507143867590606,0.09613110836293817,0.048065554181469086,0.7111410070342032,0.20340165864128948,0.02844564028136813,0.00813606634565158
26,200,AQDS,50.0,0.43792615645777044,0.020586982384692396,0.010293491192346198,0.6112651563837886,0.10191712368376162,0.012225303127675773,0.002038342473675232
27,200,AQDS,100.0,0.7585514217003901,0.17470698984232538,0.08735349492116269,1.7909442199054504,0.36077604154772736,0.017909442199054503,0.0036077604154772735
28,-100,RF,1.0,0.44849660489461385,0.06741990576278277,0.033709952881391385,1.1649919919629,0.1727266770986464,1.1649919919629,0.1727266770986464
29,-100,RF,2.5,1.0456217286745115,0.11270678575319312,0.06507129309410353,4.047446612744488,0.34191049458085726,1.6189786450977952,0.1367641978323429
30,-100,RF,10.0,4.332088461357092,1.5125722113772606,0.873283973407409,19.911946099384217,4.252498429393164,1.9911946099384217,0.4252498429393164
31,-100,RF,25.0,5.183187155184689,0.29416084324489566,0.14708042162244783,24.020387136390074,0.9757932161930515,0.9608154854556029,0.03903172864772206
32,-100,RF,50.0,5.86348847078794,0.10207186664708474,0.05103593332354237,27.30435157297471,0.796319449285712,0.5460870314594942,0.01592638898571424
33,-100,RF,100.0,9.754806196067353,0.31224437024111845,0.15612218512055923,46.08860015249922,1.4680169376458758,0.4608860015249922,0.014680169376458758
34,-100,FMN,1.0,0.4683774225491585,0.05227113079737494,0.02613556539868747,1.2609610819092498,0.1399137927275756,1.2609610819092498,0.1399137927275756
35,-100,FMN,2.5,0.9501296741641944,0.05970548599819768,0.03447097841315686,3.5864854124707413,0.20674983206999265,1.4345941649882965,0.08269993282799706
36,-100,FMN,10.0,2.658993492714734,0.1388838050407294,0.0694419025203647,11.835547818163638,0.4798863907235749,1.1835547818163639,0.047988639072357495
37,-100,FMN,25.0,5.455651435846594,0.18445636333767185,0.09222818166883592,25.33563228939979,0.8334522430885188,1.0134252915759916,0.033338089723540756
38,-100,FMN,50.0,7.9434149101711435,0.2457659345158522,0.1228829672579261,37.34461505767745,1.1850198221294663,0.746892301153549,0.023700396442589325
39,-100,FMN,100.0,9.55845947092917,0.8344022199529697,0.41720110997648485,45.14079122165527,2.3621470694051045,0.4514079122165527,0.023621470694051044
40,-100,HNQ,1.0,0.23836327627670348,0.03358076904602252,0.01679038452301126,0.15063208658706342,0.08670002977043592,0.15063208658706342,0.08670002977043592
41,-100,HNQ,2.5,0.29852312915545903,0.07666243573524793,0.038331217867623966,0.4410369598876687,0.18900704215354355,0.1764147839550675,0.07560281686141743
42,-100,HNQ,10.0,0.6557928985712369,0.14044945116261598,0.07022472558130799,2.1656569041954787,0.3494100730820356,0.21656569041954787,0.034941007308203556
43,-100,HNQ,25.0,2.6375972556231426,0.7289270276492699,0.36446351382463493,11.732263464489836,1.7920188391249883,0.46929053857959346,0.07168075356499953
44,-100,HNQ,50.0,4.2204590465411735,0.2126000308604935,0.10630001543024675,19.373086303108266,0.7485961071838835,0.38746172606216533,0.014971922143677669
45,-100,HNQ,100.0,9.093082472768424,1.051602124817369,0.6071427698436905,42.894313849773056,3.1573317485601393,0.4289431384977306,0.031573317485601396
46,-100,AQDS,1.0,0.1925420851605596,0.008477552368374554,0.004238776184187277,-0.07055690513777546,0.032202529033436816,-0.07055690513777546,0.032202529033436816
47,-100,AQDS,2.5,0.1724073419154039,0.013600772589498811,0.006800386294749406,-0.16775174989303093,0.03966584829465886,-0.06710069995721238,0.015866339317863545
48,-100,AQDS,10.0,0.1694320271608414,0.004745405348253804,0.002372702674126902,-0.18211425018154592,0.024697978678282037,-0.018211425018154592,0.0024697978678282035
49,-100,AQDS,25.0,0.1458470080633783,0.01350753650186222,0.00675376825093111,-0.29596433715889975,0.03765195217518792,-0.01183857348635599,0.001506078087007517
50,-100,AQDS,50.0,0.11517152355354122,0.06053634796432364,0.03026817398216182,-0.44404166391811695,0.14686628430306164,-0.00888083327836234,0.0029373256860612327
51,-100,AQDS,100.0,0.12569033809591204,0.029044866389227958,0.014522433194613979,-0.3932650270369373,0.07195779194769845,-0.003932650270369373,0.0007195779194769846
52,-200,RF,1.0,0.43886051775358015,0.08531194800828507,0.06032465695289254,1.2024931446702598,0.30692381768679833,1.2024931446702598,0.30692381768679833
53,-200,RF,2.5,0.9997913424812547,0.16859053012827105,0.08429526506413552,4.017616050738197,0.43838385318031053,1.6070464202952788,0.1753535412721242
54,-200,RF,10.0,3.243036497382936,0.5428068792470531,0.27140343962352653,15.275708031252028,1.4121807748579418,1.5275708031252029,0.14121807748579418
55,-200,RF,25.0,5.032380817654513,0.28628371873769337,0.20243315886272525,24.2558245817814,1.169106421088632,0.9702329832712561,0.04676425684354528
56,-200,RF,50.0,6.79540953458761,1.2400594591771255,0.6200297295885627,33.10387198139342,3.208276894431364,0.6620774396278684,0.06416553788862728
57,-200,RF,100.0,12.897580987409945,0.8456939203641456,0.4228469601820728,63.728615490424005,2.5887649338613588,0.63728615490424,0.025887649338613587
58,-200,FMN,1.0,0.38173928419861874,0.005672658871283918,0.004011175555242885,0.9158209100297469,0.048280436867728496,0.9158209100297469,0.048280436867728496
59,-200,FMN,2.5,0.8237798840005683,0.06125173763409038,0.03536370721137441,3.134273815552669,0.20116287949352057,1.2537095262210676,0.08046515179740824
60,-200,FMN,10.0,2.3966437968595007,0.2954958305596696,0.1477479152798348,11.027948104831518,0.7910268571363412,1.1027948104831518,0.07910268571363413
61,-200,FMN,25.0,4.450261706040341,0.3657220863872332,0.21114974502426068,21.334364799355352,1.1767168402577313,0.8533745919742141,0.04706867361030925
62,-200,FMN,50.0,6.293570519168243,0.07449973592011527,0.03724986796005764,30.585310966046283,0.747249280820265,0.6117062193209256,0.0149449856164053
63,-200,FMN,100.0,9.274862073843666,0.40130733534590973,0.20065366767295487,45.54740927702471,1.4665845188316469,0.45547409277024714,0.014665845188316469
64,-200,HNQ,1.0,0.2358277927099528,0.015859975584501262,0.009156761173052697,0.18354027248821211,0.053355255185058154,0.18354027248821211,0.053355255185058154
65,-200,HNQ,2.5,0.27782394963926854,0.012562489836622285,0.0062812449183111425,0.3943048411780092,0.044874745835233605,0.15772193647120367,0.017949898334093443
66,-200,HNQ,10.0,0.5570932946668639,0.06798141767843403,0.03399070883921702,1.7958636350479196,0.18221293027761967,0.17958636350479196,0.018221293027761966
67,-200,HNQ,25.0,1.5767482435045015,0.08942698620109255,0.05163069455601773,6.913168436672856,0.31622131956622185,0.27652673746691425,0.012648852782648873
68,-200,HNQ,50.0,3.0262767010892917,0.2609517351286498,0.1304758675643249,14.187863611296846,0.7414914226837618,0.28375727222593694,0.014829828453675236
69,-200,HNQ,100.0,6.073143301739931,0.8221990855276845,0.41109954276384225,29.479060994484247,2.178091085586859,0.29479060994484246,0.021780910855868592
70,-200,AQDS,1.0,0.1554731928136939,0.008040610228906385,0.00464224848010796,-0.21973240357786814,0.029363635169774988,-0.21973240357786814,0.029363635169774988
71,-200,AQDS,2.5,0.16234605318998355,0.009145858930853182,0.004572929465426591,-0.1852398319048942,0.029580396088357552,-0.07409593276195768,0.011832158435343021
72,-200,AQDS,10.0,0.13791307115575077,0.010152315737022107,0.005076157868511053,-0.30786074050179274,0.03000586475032641,-0.030786074050179274,0.003000586475032641
73,-200,AQDS,25.0,0.10920875182722682,0.01662085695231282,0.00959605623558007,-0.4519180525313944,0.04976881261297656,-0.018076722101255775,0.0019907525045190625
74,-200,AQDS,50.0,0.057834913000421345,0.0016759293425317701,0.0008379646712658851,-0.7097460485667265,0.007866921736621313,-0.01419492097133453,0.00015733843473242628
75,-200,AQDS,100.0,0.05380428632055219,0.025511512926480177,0.012755756463240089,-0.7299744064891441,0.06431494911340283,-0.0072997440648914416,0.0006431494911340283
76,-300,RF,1.0,0.301271749893907,0.04117633572422323,0.020588167862111616,0.8723333498712896,0.13408515099896456,0.8723333498712896,0.13408515099896456
77,-300,RF,2.5,0.7077203281935185,0.20870331451312682,0.10435165725656341,3.3983160496303078,0.655324424868198,1.359326419852123,0.2621297699472792
78,-300,RF,10.0,2.2076578488234766,0.2933141994053718,0.16934503198383097,12.720076365981575,1.092677685140719,1.2720076365981574,0.1092677685140719
79,-300,RF,25.0,4.0199992926863715,0.21117847910448553,0.10558923955224277,23.983353881690693,0.846651454009585,0.9593341552676278,0.0338660581603834
80,-300,RF,50.0,5.089567124062822,0.47613439658414525,0.23806719829207262,30.630467397447987,1.6271983327222113,0.6126093479489597,0.03254396665444423
81,-300,RF,100.0,6.251739991512254,0.9909207902371063,0.49546039511855317,37.85309951880483,3.1895893182955253,0.37853099518804834,0.03189589318295525
82,-300,FMN,1.0,0.36044383929834867,0.057218763203494116,0.028609381601747058,1.2400740239056671,0.18415743627685371,1.2400740239056671,0.18415743627685371
83,-300,FMN,2.5,0.6643025887678523,0.05129897744588473,0.025649488722942364,3.1284849701104935,0.18227894284691037,1.2513939880441973,0.07291157713876414
84,-300,FMN,10.0,2.166643089545925,0.9697182790602187,0.5598671094535179,12.465179245161766,3.4913694879318458,1.2465179245161766,0.3491369487931846
85,-300,FMN,25.0,4.0349165369926006,0.6001039759518308,0.3000519879759154,24.0760610605502,1.9405244281382745,0.963042442422008,0.07762097712553098
86,-300,FMN,50.0,6.427394256613429,1.7653360794577009,0.8826680397288504,38.94474962775756,5.551861637847126,0.7788949925551512,0.11103723275694252
87,-300,FMN,100.0,7.196668552836438,0.14883673134588105,0.07441836567294052,43.72560916909962,1.0635541397335249,0.4372560916909962,0.010635541397335248
88,-300,HNQ,1.0,0.07752691328334968,0.02551055523625793,0.012755277618128965,-0.5181883953470183,0.07993964705184267,-0.5181883953470183,0.07993964705184267
89,-300,HNQ,2.5,0.09632550572924087,0.013434724684340378,0.006717362342170189,-0.4013595470415423,0.04367063210554534,-0.16054381881661692,0.017468252842218136
90,-300,HNQ,10.0,0.23526594992219424,0.08580802990977371,0.042904014954886854,0.4621227655218056,0.26847029428426417,0.04621227655218056,0.026847029428426417
91,-300,HNQ,25.0,0.3833717640401689,0.2053973368779757,0.10269866843898785,1.3825657050957108,0.6402840467887093,0.05530262820382843,0.025611361871548374
92,-300,HNQ,50.0,0.7996675625972598,0.06961029477952246,0.03480514738976123,3.9697465719517084,0.24106706955258378,0.07939493143903417,0.004821341391051675
93,-300,HNQ,100.0,1.4655538265666936,0.3824719688588363,0.19123598442941814,8.108073712449333,1.2043835850600053,0.08108073712449332,0.012043835850600053
94,-300,AQDS,1.0,0.08857996180506489,0.03221329743065604,0.01610664871532802,-0.4494962880643385,0.10079077886300734,-0.4494962880643385,0.10079077886300734
95,-300,AQDS,2.5,0.09906917527231833,0.03633355523486695,0.018166777617433474,-0.3843082835615145,0.1136694433808977,-0.1537233134246058,0.04546777735235908
96,-300,AQDS,10.0,0.08650385485924533,0.031235559210504346,0.015617779605252173,-0.46239880638517755,0.09774114288739652,-0.04623988063851776,0.009774114288739652
97,-300,AQDS,25.0,0.08804286320554533,0.008073276286695063,0.004036638143347531,-0.45283423003999257,0.027688030931293295,-0.018113369201599703,0.0011075212372517317
98,-300,AQDS,50.0,0.10541201018531635,0.02231976356128528,0.01115988178064264,-0.3448890504455112,0.07076052718600846,-0.0068977810089102245,0.0014152105437201692
99,-300,AQDS,100.0,0.08732706181920932,0.006830918680244269,0.0034154593401221345,-0.45728276797291517,0.02419944821274235,-0.004572827679729152,0.0002419944821274235
